,title,total_sales,japan_sales,na_sales,pal_sales,other_sales,platform,developer
16445,Kelly Slater's Pro Surfer,0.06,,0.05,0.01,,GC,Treyarch
16446,Kamen Rider: Super Climax Heroes,0.06,0.06,,,,PSP,Eighting
16447,Trapt,0.06,,0.03,0.02,0.01,PS2,Paon Corporation
16448,Yomawari: Midnight Shadows,0.06,0.04,0.02,,,PS4,Nippon Ichi Software
16449,Satisfashion,0.06,,0.05,,,DS,"eGames, Inc."
16450,Resident Evil Director's Cut,0.06,0.06,,,,PSN,Capcom
16451,Splat Renegade Paintball,0.06,,0.04,0.01,,XB,Cat Daddy Games
16452,Mayhem 3D,0.06,,0.05,,0.01,PS3,Zoo Games
16453,Metal Max 4: Gekkou no Diva,0.06,0.06,,,,3DS,Cattle Call
16454,Theresia...,0.06,,0.05,,,DS,WorkJam
16455,Ivy the Kiwi?,0.06,,0.04,0.02,,Wii,PROPE
16456,Okami HD,0.06,,0.05,,0.01,XOne,Clover Studio
16457,The Amazing Spider-Man 2 (2014),0.06,,0.03,0.03,,WiiU,Beenox
16458,Worms 3D,0.06,,0.04,0.01,,XB,Team17 Software
16459,Game of Thrones: A Telltale Games Series,0.06,,0.05,,0.01,PS4,Telltale Games
16460,Vampire Rain: Altered Species,0.06,,0.05,,0.01,PS3,Artoon
16461,Winter Sports 2: The Next Challenge,0.06,,0.04,0.02,,DS,49Games
16462,PoPoLoCrois,0.06,,0.05,,,PSP,G-Artists
16463,Dragon Rage,0.06,,0.03,0.02,0.01,PS2,3DO
16464,FIFA 07 Soccer,0.06,,0.05,0.01,,DS,EA Canada
16465,Dance Sensation!,0.06,,0.06,,,Wii,Alpine Studios
16466,Atari Flashback Classics: Volume 2,0.06,,0.05,,0.01,PS4,Atari
16467,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,0.06,,0.05,,,DS,Konami
16468,F1 2015,0.06,,,0.06,,PC,Codemasters Birmingham
16469,Call of Duty: The War Collection,0.06,,0.05,,,X360,Infinity Ward
16470,Jumper: Griffin's Story,0.06,,0.05,,,X360,RedTribe Studios
16471,Raw Danger! (JP sales),0.06,0.06,,,,PS2,Irem Software Engineering
16472,Archer Maclean Presents: Pool Paradise,0.06,,0.03,0.02,0.01,PS2,Awesome Developments
16473,Kamen Rider: Battride War Genesis,0.06,0.06,,,,PS3,Unknown
16474,Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,0.06,0.06,,,,DS,TOSE
16475,Pro Evolution Soccer 2011,0.06,,,0.05,0.01,PC,Konami
16476,Backyard Skateboarding 2006,0.06,,0.04,0.02,,GBA,Humongous Entertainment
16477,Brave: A Warrior's Tale,0.06,,0.05,0.01,,X360,Collision Studios
16478,Tron 2.0: Killer App,0.06,,0.04,0.01,,XB,Climax Group
16479,Steins;Gate: Darling of Loving Vows,0.06,0.06,,,,PSP,5pb. Inc.
16480,Gegege no Kitarou: Youkai Daigekisen,0.06,0.06,,,,DS,Bandai Namco Games
16481,Dig Dug: Digging Strike,0.06,,0.05,,,DS,Namco
16482,Emblem of Gundam,0.06,0.06,,,,DS,Bandai Namco Games
16483,Disgaea 1 Complete,0.06,0.01,0.03,0.01,,NS,Nippon Ichi Software
16484,The Fast and the Furious,0.06,,0.03,0.02,0.01,PS2,Eutechnyx
16485,SpongeBob SquarePants: Plankton's Robotic Revenge,0.06,,,0.05,,WiiU,Behaviour Interactive
16486,Tokyo Ghoul: Jail,0.06,0.06,,,,PSV,Bandai Namco Games
16487,G-Police: Weapons of Justice,0.06,,0.03,0.02,,PS,Psygnosis
16488,All Kamen Rider: Rider Generation 2,0.06,0.06,,,,PSP,Bandai Namco Games
16489,Azure Striker Gunvolt: Striker Pack,0.06,0.01,0.03,0.01,,NS,Inti Creates
16490,Killing Zone,0.06,,0.03,0.02,,PS,Naxat Soft
16491,Policenauts,0.06,0.06,,,,3DO,Konami
16492,Spintires: MudRunner - American Wilds,0.06,,0.05,,0.01,NS,Saber Interactive
16493,Adventures of Lolo,0.06,,0.06,,,NES,HAL Laboratory
16494,Quiz! Hexagon II,0.06,0.06,,,,DS,Bandai Namco Games
16495,Outcast: Second Contact,0.06,,0.05,,0.01,PS4,Bigben Interactive
16496,History Channel: Battle for the Pacific,0.06,,0.05,,,X360,Cauldron Ltd.
16497,Racing Gears Advance,0.06,,0.04,0.02,,GBA,"Orbital Media, Inc."
16498,Honeycomb Beat,0.06,,0.05,,,DS,Hudson Soft
16499,Brave: A Warrior's Tale,0.06,,0.05,,,Wii,Collision Studios
16500,Crazy Chicken: Pharaoh's Treasure,0.06,,0.05,,,DS,Phenomedia
16501,Syphon Filter: Logan's Shadow,0.06,,0.03,0.02,0.01,PS2,SCEA Bend Studio
16502,NTRA Breeders' Cup World Thoroughbred Championships,0.06,,0.04,0.01,,XB,4J Studios
16503,Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,0.06,0.06,,,,PS2,Paon Corporation
16504,Impossible Mission,0.06,,,0.04,0.01,PSP,System 3 Software
16505,Tanjou S Debut,0.06,0.06,,,,SAT,NEC Interchannel
16506,Nendoroid Generation,0.06,0.06,,,,PSP,Namco Bandai Games
16507,Rooms: The Main Building,0.06,,0.05,,,Wii,Hudson Soft
16508,Pop'n TwinBee: Rainbow Bell Adventure,0.06,0.06,,,,SNES,Konami
16509,Jumble Madness,0.06,,0.06,,,DS,Anino Entertainment
16510,Portal Knights,0.06,0.01,0.02,0.02,,NS,Keen Games
16511,Broken Helix,0.06,,0.03,0.02,,PS,Konami
16512,Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,0.06,0.06,,,,DS,Marvelous Interactive
16513,Cardfight!! Vanguard G: Stride to Victory!!,0.06,0.06,,,,3DS,FuRyu
16514,Myst III: Exile,0.06,,0.04,0.01,,XB,Presto Studios
16515,Top Gun: Hard Lock,0.06,,0.03,0.02,,X360,Headstrong Games
16516,Brain Quest: Grades 3 & 4,0.06,,0.05,,,DS,Planet Moon Studios
16517,Hajime no Ippo Portable: Victorious Spirits,0.06,0.06,,,,PSP,ESP Software
16518,Rapala Fishing Pro Series,0.06,,0.05,,0.01,XOne,"Concrete Software, Inc."
16519,Zoo Tycoon: Complete Collection,0.06,,0.03,0.02,0.01,PC,Blue Fang Games
16520,CMT Presents: Karaoke Revolution Country,0.06,,0.03,0.02,0.01,PS2,Harmonix Music Systems
16521,Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,0.06,0.06,,,,DS,Takara Tomy
16522,Men of War: Assault Squad,0.06,,0.01,0.04,0.01,PC,Digitalmindsoft
16523,Winx Club: Quest for the Codex,0.06,,0.03,0.02,,DS,Powerhead Games
16524,Jacqueline Wilson's Tracy Beaker: The Game,0.06,,,0.05,,DS,P2 Games
16525,Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,0.06,0.06,,,,DS,High Horse Entertainment
16526,Fatal Frame,0.06,,0.04,0.01,,XB,Tecmo
16527,Vitamin X to Z,0.06,0.06,,,,PSP,HuneX
16528,Tom Clancy's Ghost Recon: Advanced Warfighter,0.06,,0.03,0.02,0.01,PS2,Ubisoft Shanghai
16529,Urban Chaos: Riot Response,0.06,,0.03,0.02,0.01,PS2,Rocksteady Studios
16530,Teenage Mutant Ninja Turtles II: Back from the Sewers,0.06,0.06,,,,GB,Konami
16531,Flip's Twisted World,0.06,,0.05,,,Wii,Frozen North Productions
16532,X-Men: Destiny,0.06,,0.05,0.01,,DS,Other Ocean Interactive
16533,Challenge Me: Brain Puzzles 2,0.06,,,0.05,,Wii,O Games
16534,Resident Evil 2,0.06,,0.04,0.01,,GC,Capcom
16535,Sacred 2: Fallen Angel,0.06,,,0.05,0.01,PC,Ascaron Entertainment
16536,Arslan: The Warriors of Legend,0.06,,0.05,,0.01,XOne,Koei Tecmo Games
16537,Real Bout Garou Densetsu Special: Dominated Mind,0.06,0.05,,,,PS,SNK Corporation
16538,Gun Showdown,0.06,,0.05,,0.01,PSP,Neversoft Entertainment / Rebellion
16539,Minna no Sukkiri,0.06,0.06,,,,PSP,SCEI
16540,Catwoman,0.06,,0.04,0.01,,XB,Argonaut Games
16541,Syndicate,0.06,,,0.05,0.01,PC,Bullfrog Productions
16542,Aquarium by DS,0.06,,0.05,,,DS,Ertain
16543,Gormiti: The Lords of Nature!,0.06,,0.05,,,DS,Climax Group
16544,Star Ocean 5: Integrity and Faithlessness,0.06,0.06,,,,PS3,tri-Ace
16545,Winx Club: Mission Enchantix,0.06,,0.03,0.02,,DS,Konami
16546,Warriors Orochi 2,0.06,0.01,0.04,,,X360,Omega Force
16547,Burning Rangers,0.06,0.06,,,,SAT,Sonic Team
16548,Mana Khemia: Alchemists of Al-Revis,0.06,,0.03,0.02,0.01,PS2,Gust
16549,Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,0.06,0.06,,,,DS,Takara Tomy
16550,Interplay Sports Baseball 2000,0.06,,0.03,0.02,,PS,Interplay
16551,Zone of the Enders: The Fist of Mars,0.06,,0.04,0.02,,GBA,WinkySoft
16552,Animorphs: Shattered Reality,0.06,,0.03,0.02,,PS,Single Trac
16553,Golf Club 2,0.06,,0.05,,0.01,XOne,HB Studios
16554,Samurai Shodown Anthology,0.06,,0.05,,,Wii,SNK Playmore Corporation
16555,Eikan wa Kimini 2002: Koshien no Kodou,0.06,0.06,,,,PS2,ArtDink
16556,Teenage Mutant Ninja Turtles: Tournament Fighters,0.06,0.06,,,,SNES,Konami
16557,Atari's Greatest Hits: Volume 2,0.06,,0.05,,,DS,Atari
16558,Mark McMorris Infinite Air,0.06,,0.05,,0.01,XOne,HB Studios
16559,Terminator 3: Rise of the Machines,0.06,,0.04,0.02,,GBA,Taniko
16560,Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,0.06,0.06,,,,PSP,Sammy Studios
16561,G1 Jockey 2,0.06,0.06,,,,PS2,Koei/Inis
16562,Tiger Woods PGA Tour 08,0.06,,0.05,,,DS,Exient Ltd.
16563,Mobile Ops: The One Year War,0.06,0.06,,,,X360,Dimps Corporation / Dream Execution
16564,Constantine,0.06,,0.04,0.01,,XB,Bits Studios
16565,Cartoon Network: Battle Crashers,0.06,,0.05,,0.01,PS4,Magic Pockets
16566,Tom Clancy's Splinter Cell: Double Agent,0.06,,0.04,0.01,,GC,Ubisoft Montreal
16567,Tropico 5,0.06,,0.03,0.02,,X360,Haemimont Games
16568,Senritsu no Stratus,0.06,0.06,,,,PSP,Nude Maker
16569,Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,0.06,0.06,,,,DS,Takara Tomy
16570,Nobunaga's Ambition: Sphere of Influence,0.06,0.06,,,,PSV,Koei
16571,World Championship Athletics,0.06,,0.04,0.01,,Wii,Crave Entertainment
16572,Handball 16,0.06,,,0.05,0.01,PS4,EKO Software
16573,Monster High: New Ghoul in School,0.06,,,0.05,,3DS,Torus Games
16574,Nanostray,0.06,,0.05,,,DS,Shin'en GmbH
16575,Refrain no Chika Meikyuu to Majo no Ryodan,0.06,0.06,,,,PSV,Nippon Ichi Software
16576,Extinction,0.06,,0.05,,0.01,PS4,Iron Galaxy
16577,Etrian Mystery Dungeon 2,0.06,0.06,,,,3DS,Atlus
16578,Wantame Fortune Channel,0.06,0.06,,,,DS,Capcom
16579,Evangelion: Jo,0.06,0.06,,,,PSP,Bec
16580,Gintama Ranbu,0.06,0.06,,,,PS4,Bandai Namco Games
16581,Bleach: Blade Battlers 2nd,0.06,0.06,,,,PS2,Racjin
16582,Real Soccer 2009,0.06,,0.05,,,DS,Gameloft
16583,Samurai Jack: The Shadow of Aku,0.06,,0.03,0.02,0.01,PS2,Adrenium
16584,Utawarerumono: Mask of Deception,0.06,0.06,,,,PS3,Aqua Plus
16585,Kamen Rider Kabuto,0.06,0.06,,,,PS2,Bandai Namco Games
16586,Men in Black The Series: Crashdown,0.06,,0.03,0.02,,PS,Runecraft
16587,Need for Speed: Shift,0.06,,,0.05,0.01,PC,Slightly Mad Studios
16588,Zero Divide,0.06,,0.03,0.02,,PS,Zoom Inc.
16589,FIFA Street,0.06,,0.04,0.01,,GC,EA Canada
16590,Tsugunai: Atonement,0.06,0.02,0.02,0.01,,PS2,Cattle Call
16591,Rugby World Cup 2015,0.06,,,0.05,0.01,PS4,HB Studios
16592,Lost Kingdoms II,0.06,,0.04,0.01,,GC,From Software
16593,Aggressive Inline,0.06,,0.04,0.01,,GC,"Z-Axis, Ltd."
16594,Blade Dancer: Lineage of Light,0.06,,0.05,,,PSP,Hit Maker
16595,Monkey Island: Special Edition Collection,0.06,,,0.05,0.01,X360,LucasArts
16596,One Piece: Pirate Warriors 3 - Deluxe Edition,0.06,0.05,,0.01,,NS,Omega Force
16597,Rugby World Cup 2015,0.06,,,0.05,0.01,PS3,HB Studios
16598,Viewtiful Joe: Red Hot Rumble,0.06,,0.04,0.01,,GC,Clover Studio
16599,Kaite Shabette Hajimeyou! Monster Farm DS,0.06,0.06,,,,DS,Tecmo
16600,Exist Archive: The Other Side of the Sky,0.06,0.03,0.02,,,PS4,tri-Ace
16601,Pro Yakyuu Spirits 2012,0.06,0.06,,,,PSV,Konami
16602,King's Quest: The Complete Collection,0.06,,0.05,,0.01,PS4,The Odd Gentlemen
16603,Generation of Chaos,0.06,,0.05,,,PSP,Neverland
16604,Sine Mora EX,0.06,,0.03,0.01,0.01,PS4,Digital Reality
16605,Broken Sword II: The Smoking Mirror,0.06,,0.03,0.02,,PS,Revolution Software
16606,SD Gundam G Generation Wars,0.06,0.06,,,,Wii,Tom Create
16607,Zoo Tycoon 2,0.06,,,0.05,0.01,PC,Blue Fang Games
16608,Enemy Front,0.06,,0.01,0.04,0.01,PS3,City Interactive
16609,Pump It Up: Exceed,0.06,,0.03,0.02,0.01,PS2,Andamiro U.S.A. Corp.
16610,Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,0.06,0.06,,,,PSP,Idea Factory
16611,Scurge: Hive,0.06,,0.05,,,DS,Unknown
16612,Wreckless: ThE YaKuza MisSiOns,0.06,,0.04,0.01,,GC,Stealth Studios
16613,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",0.06,0.06,,,,PS2,Bisty
16614,TOCA Race Driver 2: Ultimate Racing Simulator,0.06,,0.03,0.02,0.01,PS2,Codemasters
16615,Dr. Muto,0.06,,0.04,0.01,,XB,Midway
16616,Girls RPG: Cinderellife,0.06,0.06,,,,3DS,h.a.n.d. Inc.
16617,Tom Clancy's Rainbow Six: Critical Hour,0.06,,0.04,0.01,,XB,Ubisoft Quebec
16618,Bullet Girls 2,0.06,0.06,,,,PSV,Shade
16619,All Kamen Rider: Rider Revolution,0.06,0.06,,,,3DS,Bandai Namco Games
16620,Scrabble Blast!,0.06,,0.04,0.01,,GBA,Visual Impact
16621,Shantae: Half-Genie Hero,0.06,,0.05,,0.01,WiiU,Way Forward Technologies
16622,Ride to Hell,0.06,,0.04,0.01,0.01,X360,Deep Silver
16623,The Saboteur,0.06,,,0.05,0.01,PC,Pandemic Studios
16625,Age of Mythology: The Titans,0.06,,0.03,0.02,0.01,PC,Ensemble Studios
16626,Fate/stay night [Réalta Nua],0.06,0.06,,,,PSV,Type-Moon
16627,Gintama no Sugoroku,0.06,0.06,,,,PSP,Bandai Namco Games
16628,Zendoku,0.06,,0.05,,,DS,Zoonami Ltd.
16629,Gal Gun: Double Peace,0.06,0.01,,0.03,0.01,PSV,Inti Creates
16630,The Lord of the Rings: Aragorn's Quest,0.06,,0.03,0.02,0.01,PS2,TT Fusion
16631,Aven Colony,0.06,,0.04,0.01,0.01,PS4,Mothership Entertainment
16632,Doraemon 4: Nobita to Toki no Okoku,0.06,0.06,,,,SNES,Agenda
16633,Myst,0.06,0.06,,,,SAT,SunSoft
16634,Toaru Kagaku no Chou Denjihou,0.06,0.06,,,,PSP,Kadokawa Shoten
16635,Starwinder: The Ultimate Space Race,0.06,,0.03,0.02,,PS,Mindscape
16636,Battle Chasers: Nightwar,0.06,,0.03,0.02,0.01,PS4,Airship Syndicate
16637,Angelique Trois,0.06,0.06,,,,PS2,Koei/Inis
16638,Nobunaga?s Ambition: Sphere of Influence ? Ascension,0.06,0.06,,,,PSV,Koei Tecmo Games
16639,Party Arcade,0.06,,0.05,,0.01,NS,Solutions 2 Go
16640,FIFA Soccer 06,0.06,,0.05,,,DS,Exient Entertainment
16641,Dance Dance Revolution: Mario Mix (JP sales),0.06,0.05,,,,GC,Konami
16642,A-Train 6,0.06,0.06,,,,PS2,ArtDink
16643,Dino Pets,0.06,,0.05,,,DS,Teyon
16645,Meitantei Conan: Tantei Ryoku Trainer,0.06,0.06,,,,DS,Bandai Namco Games
16646,Atari Flashback Classics: Volume 2,0.06,,0.05,,0.01,XOne,Atari
16647,MotoGP,0.06,,0.04,0.01,,GBA,Visual Impact
16648,ESPN International Winter Sports 2002,0.06,,0.03,0.02,0.01,PS2,Konami Computer Entertainment Osaka
16649,"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",0.06,0.06,,,,DS,Konami
16650,Grand Ages: Medieval,0.06,,,0.05,,PC,Gaming Minds Studios
16651,KimiKiss (ebKore+),0.06,0.06,,,,PS2,Enterbrain
16652,Gold and Glory: The Road to El Dorado,0.06,,0.03,0.02,,PS,Revolution Software
16653,Choro Q Marine: Q Boat,0.06,0.05,,,,PS,Takara
16654,NBA Live 07,0.06,,0.04,0.01,,XB,EA Canada
16655,BattleBots: Beyond the BattleBox,0.06,,0.04,0.01,,GBA,Cave Barn Studios
16656,Dreamer Series: Babysitter,0.06,,0.05,,,DS,ZigZag Island
16657,Yuugen Gaisha Brave Company,0.06,0.06,,,,3DS,Bandai Namco Games
16658,Hail to the Chimp,0.06,,0.05,,,X360,Wideload Games
16659,Atari Flashback Classics: Volume 3,0.06,,0.05,,0.01,PS4,Atari
16660,Ken to Mahou to Gakuen Mono. 3D,0.06,0.06,,,,3DS,ZeroDiv
16661,Mighty Beanz: Pocket Puzzles,0.06,,0.04,0.01,,GBA,Radius9
16662,Diva Girls: Divas on Ice,0.06,,0.05,,,DS,Arc System Works
16663,The King of Fighters '96,0.06,0.06,,,,NG,SNK Corporation
16664,Champion Jockey: G1 Jockey & Gallop Racer,0.06,,,0.05,0.01,X360,Tecmo Koei Games
16665,Harry Potter and the Sorcerer's Stone,0.06,,0.01,0.04,0.01,PC,KnowWonder
16666,Dungeon Explorer: Warriors of Ancient Arts,0.06,,0.05,,,DS,Hudson Soft
16667,Friends: The One with All the Trivia,0.06,,0.03,0.02,0.01,PS2,Artech Studios
16668,Mame Goma 2: Uchi no Ko ga Ichiban!,0.06,0.06,,,,DS,Creative Core
16669,Backyard NFL Football '08,0.06,,0.03,0.02,0.01,PS2,Humongous Entertainment
16670,Gunbird,0.06,0.06,,,,SAT,Psikyo
16671,The End is Nigh,0.06,,0.05,,0.01,NS,Edmund McMillen
16672,Dream C Club Portable,0.06,0.06,,,,PSP,DreamXCreate
16673,Hunting Simulator,0.06,,0.05,,0.01,XOne,Maximum Games
16674,The Legend of Heroes: Trails in the Sky Second Chapter,0.06,0.06,,,,PSP,Nihon Falcom Corporation
16675,Elemental Gearbolt,0.06,,0.03,0.02,,PS,Alfa System
16676,Tom Clancy's Rainbow Six 3,0.06,,0.04,0.01,,GC,Ubisoft Montreal / Red Storm Entertainment
16677,Roogoo Twisted Towers,0.06,,0.05,,,Wii,SpiderMonk
16678,Izuna 2: The Unemployed Ninja Returns,0.06,,0.05,,,DS,Ninja Studio
16679,WRC 5: FIA World Rally Championship,0.06,,,0.05,0.01,PS4,Kylotonn Entertainment
16680,WWF Wrestlemania: The Arcade Game,0.06,,0.03,0.02,,PS,Sculptured Software
16681,Cabela's Big Game Hunter 2005 Adventures,0.06,,0.04,0.01,,GBA,Torus Games
16682,Mega Man 8 Anniversary Collector's Edition,0.06,0.06,,,,SAT,Capcom
16683,V-Rally 3,0.06,,0.03,0.02,0.01,PS2,Eden Studios
16684,Whiplash,0.06,,0.04,0.01,,XB,Crystal Dynamics
16685,Pro Yakyuu Famista 2011,0.06,0.06,,,,3DS,Bandai Namco Games
16686,Tiny Barbarian DX,0.06,,0.05,,0.01,NS,Unknown
16687,PopStar Guitar,0.06,,0.03,0.03,,Wii,Broadsword Interactive
16688,Goosebumps: The Game,0.06,,0.05,,0.01,3DS,WayForward Technologies
16689,Major League Baseball 2K11,0.06,,0.05,,0.01,PSP,Visual Concepts
16690,Styx: Shards of Darkness,0.06,,0.05,,0.01,XOne,Cyanide Studio
16691,Impact Racing,0.06,,0.03,0.02,,PS,Funcom
16692,Warriors: Legends of Troy,0.06,0.01,,0.04,,X360,Tecmo Koei Canada
16693,Pucca Power Up,0.06,,0.04,0.02,,DS,Rising Star Games
16694,Chuck E. Cheese's Playhouse,0.06,,0.05,,,DS,UFO Interactive
16695,Amazing Island,0.06,,0.04,0.01,,GC,Hitmaker
16696,Arslan: The Warriors of Legend,0.06,0.06,,,,PS3,Koei Tecmo Games
16697,SeaBlade,0.06,,0.04,0.01,,XB,"Vision Scape Interactive, Inc."
16698,Carmen Sandiego: The Secret of the Stolen Drums,0.06,,0.03,0.02,0.01,PS2,Artificial Mind and Movement
16699,Jikkyou Powerful Pro Yakyuu DreamCast Edition,0.06,0.06,,,,DC,Diamond Head
16700,My Amusement Park,0.06,,0.05,,,DS,Scholastic Inc.
16701,Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,0.06,0.06,,,,PSP,Atlus Co.
16702,Point Blank DS (US sales),0.06,,0.05,,,DS,Namco Bandai Games
16703,Space Chimps,0.06,,0.05,,,DS,Red Tribe
16704,Casino Chaos With Las Vegas Players Collection,0.06,,0.05,,0.01,PC,ValuSoft
16705,Ride,0.06,0.01,,0.03,0.01,PS3,Milestone S.r.l.
16706,Alvin and the Chipmunks,0.05,,0.05,,,Wii,Sensory Sweep Studios
16707,Kyoukai Senjou no Horizon Portable,0.05,0.05,,,,PSP,Tenky
16708,The Invisible Hours,0.05,,0.05,,0.01,XOne,Tequila Works
16709,Disaster Report 4 Plus: Summer Memories,0.05,0.05,,,,PS4,Granzella
16710,Air Conflicts: Aces of World War II,0.05,,0.05,,,PSP,Cowboy Rodeo
16711,History Great Empires: Rome,0.05,,0.05,,,DS,Valcon Games
16712,Shining Force III: Scenario 2,0.05,0.05,,,,SAT,Camelot Software Planning
16713,Unsolved Crimes,0.05,,0.04,0.01,,DS,Now Production
16714,Kid Fit Island Resort,0.05,,0.05,,,Wii,Red Wagon
16715,Chocolatier,0.05,,0.05,,,DS,Zoo Games
16716,Worms World Party,0.05,,0.04,0.01,,GBA,Team17 Software
16717,Medabots: Metabee / Rokusho,0.05,,0.04,0.01,,GBA,"Imagineer Co., Ltd."
16718,Taito Legends Power Up,0.05,,0.05,,0.01,PSP,Unknown
16719,Final Fight: Streetwise,0.05,,0.03,0.02,0.01,PS2,Capcom Production Studio 8
16720,Speed Kings,0.05,,0.04,0.01,,XB,Climax Entertainment
16721,Life is Strange,0.05,,0.01,0.04,,PC,DONTNOD Entertainment
16722,GunPey,0.05,,0.05,,0.01,PSP,Q Entertainment
16723,Rebelstar: Tactical Command,0.05,,0.04,0.01,,GBA,Codo Games
16724,My Fitness Coach: Club,0.05,,,0.05,0.01,Wii,Ubisoft
16725,Romance of the Three Kingdoms XIII,0.05,0.05,,,,PS3,Koei Tecmo Games
16726,Gladiator: Sword of Vengeance,0.05,,0.04,0.01,,XB,Acclaim Entertainment
16727,Coraline,0.05,,0.05,,,Wii,Papaya Studios
16728,Winning Post World 8,0.05,0.05,,,,PS3,Koei Tecmo Games
16729,Minna to Kimi no Piramekino!,0.05,0.05,,,,DS,Bandai Namco Games
16730,Bombastic,0.05,,0.03,0.02,0.01,PS2,Shift
16731,NHL Powerplay 98,0.05,,0.03,0.02,,PS,Radical Entertainment
16732,Plants vs. Zombies: Garden Warfare 2,0.05,,0.01,0.04,,PC,PopCap Games
16733,Marvel's Guardians of the Galaxy: The Telltale Series,0.05,,0.05,,0.01,XOne,Telltale Games
16734,Nights of Azure,0.05,0.05,,,,PS3,Gust
16735,Olympic Soccer: Atlanta 1996,0.05,,0.03,0.02,,PS,Silicon Dreams
16736,Captain America: Super Soldier,0.05,,0.05,,,Wii,Sega
16737,Samurai Dou Portable,0.05,0.05,,,,PSP,Spike
16738,Phantasy Star Online Episode I & II Plus,0.05,,0.04,0.01,,GC,Sonic Team
16739,Hyperdimension Neptunia Re;Birth2: Sisters Generation,0.05,,0.03,0.01,0.01,PSV,Felistella
16740,Xiaolin Showdown,0.05,,0.05,,,DS,Razorback Developments
16741,Drivers Ed Portable,0.05,,0.05,,,DS,DreamCatcher Interactive
16742,Dual Hearts,0.05,,0.03,0.02,0.01,PS2,Matrix Software
16743,Petz Bunnyz Bunch,0.05,,0.05,,,DS,Ubisoft
16744,NFL Quarterback Club 2002,0.05,,0.04,0.01,,GC,Acclaim Entertainment
16745,Section 8,0.05,,0.03,0.01,0.01,PC,TimeGate Studios
16746,Wing Commander: Prophecy,0.05,,0.04,0.01,,GBA,Raylight Studios
16747,Marc Ecko's Getting Up: Contents Under Pressure,0.05,,0.03,0.02,0.01,PS2,"The Collective, Inc."
16748,Walt Disney Pictures Presents Enchanted,0.05,,0.04,0.01,,DS,Altron
16749,Sega Soccer Slam,0.05,,0.04,0.01,,XB,Black Box Games
16750,Vertigo,0.05,,0.05,,,Wii,Icon Games
16751,Hakuouki: Reimeiroku,0.05,0.05,,,,PS2,Idea Factory
16752,PokePark 2: Wonders Beyond,0.05,0.03,0.03,,,Wii,"Creatures, Inc."
16753,Blood Omen 2,0.05,,0.04,0.01,,GC,Crystal Dynamics
16754,The Sims 4 Seasons,0.05,,,0.05,,PC,EA
16755,Call of Cthulhu,0.05,,0.05,,0.01,XOne,Cyanide
16756,Virtual Villagers: A New Home,0.05,,0.04,0.01,,DS,Keen Games
16757,Shin Sangoku Musou 5 Empires,0.05,0.05,,,,PSP,Koei
16758,BlowOut,0.05,,0.04,0.01,,XB,Terminal Reality
16759,Carve,0.05,,0.04,0.01,,XB,Argonaut Games
16760,GachiTora! Abarenbou Kyoushi in High School,0.05,0.05,,,,PSP,Spike
16761,Kamen Rider: Climax Heroes Fourze,0.05,0.05,,,,PSP,Eighting
16762,Bottom of the 9th '99,0.05,,0.03,0.02,,PS,Konami
16763,WTA Tour Tennis,0.05,,0.03,0.02,0.01,PS2,Konami
16764,Dynasty Warriors 5,0.05,,0.04,0.01,,XB,Omega Force
16765,Valkyria Revolution,0.05,0.05,,,,PSV,Media.Vision
16766,Famicom Mini: Dig Dug,0.05,0.05,,,,GBA,Namco
16767,FIFA Soccer 2003,0.05,,0.04,0.01,,GBA,Exient Entertainment
16768,Naval Ops: Commander,0.05,,0.03,0.02,0.01,PS2,Micro Cabin
16769,Match 3 Madness,0.05,,,0.05,0.01,DS,Most Wanted Entertainment
16770,Lernerfolg Vorschule: Capt'n Sharky,0.05,,,0.05,0.01,DS,Tivola
16771,Defendin' De Penguin,0.05,,0.05,,,Wii,Crave Entertainment
16772,Bleach: Blade Battlers,0.05,0.05,,,,PS2,Racjin
16773,Rez,0.05,,0.03,0.02,0.01,PS2,United Game Artists
16774,MLB SlugFest 2006,0.05,,0.04,0.01,,XB,Blue Shift
16775,Baja: Edge of Control HD,0.05,,0.05,,0.01,XOne,2XL Games
16776,Owlboy,0.05,,0.03,0.01,0.01,NS,D-Pad Studios
16777,Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,0.05,0.05,,,,DS,Sammy Studios
16778,Lufia: The Ruins of Lore,0.05,,0.04,0.01,,GBA,Atelier Double
