,title,total_sales,japan_sales,na_sales,pal_sales,other_sales,platform,developer
1375,The Sims,2.77,,1.41,1.12,0.24,PS2,Edge of Reality
1376,Star Wars: The Force Unleashed,2.77,,1.74,0.78,0.26,X360,LucasArts
1377,Saints Row: The Third,2.77,0.07,1.26,1.14,0.3,X360,Volition Inc.
1380,Battlefield 3,2.76,,0.89,1.44,0.43,PC,Dice
1383,Need for Speed: Most Wanted (2012),2.74,0.06,0.71,1.52,0.45,PS3,Criterion Games
1385,L.A. Noire,2.73,0.02,1.55,0.92,0.24,X360,Team Bondi
1387,Far Cry: Primal,2.73,0.07,0.63,1.61,0.41,PS4,Ubisoft Montreal
1388,Overwatch,2.72,,1.63,0.84,0.25,XOne,Blizzard Entertainment
1389,Need for Speed (2015),2.72,0.06,0.59,1.66,0.41,PS4,Ghost Games
1390,Madden NFL 13,2.71,,2.12,0.24,0.36,PS3,EA Tiburon
1391,Skate 3,2.71,,1.47,0.99,0.25,X360,EA Black Box
1392,Tom Clancy's Rainbow Six: Siege,2.71,,1.62,0.84,0.25,XOne,Ubisoft Montreal
1395,Madden NFL 12,2.7,,2.43,0.11,0.16,X360,EA Tiburon
1402,Call of Duty 3,2.7,0.02,1.49,0.92,0.27,X360,Treyarch
1403,LEGO Star Wars II: The Original Trilogy,2.69,0.01,1.85,0.64,0.19,PS2,Traveller's Tales
1405,Madden NFL 11,2.69,,2.38,0.12,0.19,X360,EA Tiburon
1406,Burnout 3: Takedown,2.68,,1.23,1.11,0.34,PS2,Criterion Games
1409,Mortal Kombat,2.67,,1.95,0.63,0.09,GEN,Probe Entertainment Limited
1410,Call of Duty 2: Big Red One,2.67,0.01,1.48,0.92,0.26,PS2,Treyarch
1411,Medal of Honor,2.67,,1.44,1.09,0.14,PS,DreamWorks Interactive
1413,Guitar Hero: World Tour,2.66,,1.78,0.64,0.25,X360,Neversoft Entertainment
1414,WWE SmackDown! Shut Your Mouth,2.66,0.04,1.32,1.29,,PS2,Yuke's
1415,Final Fantasy XIII-2,2.66,0.89,0.78,0.75,0.23,PS3,Square Enix
1416,Medal of Honor Heroes,2.66,0.01,0.86,1.11,0.67,PSP,Team Fusion
1417,Hannah Montana,2.65,,1.59,0.8,0.26,DS,DC Studios
1418,Need for Speed: Shift,2.65,0.04,0.69,1.4,0.52,PS3,Slightly Mad Studios
1419,Tom Clancy's Splinter Cell,2.65,,1.15,1.11,0.4,PS2,Ubisoft
1428,Medal of Honor,2.64,0.04,1.58,0.8,0.22,X360,EA Los Angeles
1429,NBA 2K12,2.64,0.01,2.32,0.14,0.17,X360,Visual Concepts
1430,Midnight Club: Street Racing,2.63,0.02,2.0,0.47,0.14,PS2,Angel Studios
1431,NBA 2K13,2.63,0.05,1.74,0.46,0.39,PS3,Visual Concepts
1432,NBA 2K19,2.63,0.03,1.69,0.44,0.47,PS4,Visual Concepts
1433,ESPN NFL 2K5,2.62,,2.15,0.12,0.36,PS2,Visual Concepts
1434,Madden NFL 18,2.62,,1.73,0.42,0.47,PS4,EA Tiburon
1435,FIFA Soccer 10,2.62,0.01,0.6,1.79,0.23,X360,EA Canada
1437,LittleBigPlanet,2.61,0.01,0.65,1.27,0.68,PSP,SCEE Cambridge
1438,Harry Potter and the Chamber of Secrets,2.61,0.04,0.9,1.22,0.44,PS2,Eurocom Entertainment Software
1445,Streets of Rage,2.6,0.11,1.86,0.55,0.08,GEN,Sega
1446,Grand Theft Auto: Episodes from Liberty City,2.6,0.03,1.08,1.22,0.27,X360,Rockstar North
1447,LEGO Star Wars: The Complete Saga,2.59,,1.53,0.83,0.24,X360,Traveller's Tales
1448,Tom Clancy's The Division,2.59,,1.54,0.82,0.24,XOne,Massive Entertainment
1449,FIFA Soccer 09,2.59,0.04,0.49,1.63,0.43,PS3,EA Canada
1450,NBA Live 2005,2.59,,2.03,0.21,0.35,PS2,EA Canada
1453,WWE SmackDown vs. RAW 2007,2.58,0.03,1.4,0.88,0.26,PS2,Yuke's
1454,Skylanders Giants,2.58,,1.49,0.86,0.23,Wii,Toys for Bob
1455,Madden NFL 08,2.57,,2.14,0.08,0.35,PS2,EA Tiburon
1457,NBA 2K14,2.57,,2.11,0.19,0.27,X360,Visual Concepts
1458,Hot Shots Golf,2.56,2.13,0.26,0.17,,PS,Camelot Software Planning
1459,Dragon Age: Origins,2.56,0.03,1.76,0.55,0.22,X360,BioWare Edmonton
1460,FIFA 16,2.55,0.05,0.43,1.68,0.38,PS3,EA Canada
1464,Madden NFL 09,2.54,,2.21,0.12,0.2,X360,EA Tiburon
1465,Crazy Taxi,2.52,0.06,1.13,1.12,0.22,PS2,Hitmaker
1468,Tomb Raider (2013),2.51,0.08,0.6,1.45,0.38,PS3,Crystal Dynamics
1469,Midnight Club: Los Angeles,2.5,0.05,1.59,0.54,0.33,PS3,Rockstar San Diego
1470,PES 2009: Pro Evolution Soccer,2.5,0.26,0.13,0.07,2.05,PS2,Konami
1471,Marvel: Ultimate Alliance,2.5,,2.29,0.02,0.19,X360,Raven Software
1509,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,2.49,,1.84,0.56,0.09,XB,Rockstar North
1510,NBA 2K15,2.49,0.01,1.49,0.55,0.44,PS4,Visual Concepts
1511,Game Party,2.49,,1.47,0.77,0.24,Wii,JGI Entertainment
1512,Mortal Kombat: Deadly Alliance,2.49,,1.81,0.52,0.15,PS2,Midway
1516,Saints Row: The Third,2.48,0.18,0.86,1.06,0.37,PS3,Volition Inc.
1517,Tomb Raider: The Last Revelation,2.48,0.06,1.15,1.14,0.13,PS,Core Design Ltd.
1518,Assassin's Creed Origins,2.47,,1.34,0.92,0.22,XOne,Ubisoft Montreal
1519,Pure,2.47,,1.38,0.84,0.25,X360,Black Rock Studio
1520,Rock Band,2.47,,1.93,0.33,0.21,X360,Harmonix Music Systems
1521,Minecraft,2.47,1.25,0.22,0.73,0.27,PSV,4J Studios
1525,Resistance 2,2.47,0.1,1.15,0.84,0.38,PS3,Insomniac Games
1527,Madden NFL 16,2.47,,2.13,0.08,0.26,XOne,EA Tiburon
1529,Dying Light,2.45,0.13,1.18,0.74,0.4,PS4,Techland
1531,LEGO Harry Potter: Years 1-4,2.45,,1.29,0.94,0.22,Wii,Traveller's Tales
1532,uDraw Studio,2.44,,1.65,0.58,0.21,Wii,"Pipeworks Software, Inc."
1534,Madden NFL 17,2.44,,2.14,0.04,0.26,XOne,EA Tiburon
1536,Twisted Metal 2,2.44,,2.12,0.25,0.07,PS,SingleTrac
1537,The Sims: Bustin' Out,2.43,,1.07,1.19,0.18,PS2,Maxis
1541,Need for Speed Carbon: Own the City,2.42,,0.87,0.97,0.58,PSP,EA Black Box
1543,Sonic Adventure,2.42,0.46,1.26,0.61,0.08,DC,Sonic Team
1544,Tom Clancy's Rainbow Six: Vegas 2,2.42,0.02,1.56,0.61,0.23,X360,Ubisoft Montreal
1546,Kinect: Disneyland Adventures,2.41,0.02,1.73,0.43,0.23,X360,Frontier Developments
1547,Pro Evolution Soccer 2011,2.41,0.54,0.29,1.18,0.41,PS3,Konami
1548,ATV Offroad Fury,2.41,,2.07,0.26,0.08,PS2,Rainbow Studios
1550,NBA 2K16,2.41,,2.01,0.15,0.25,XOne,Visual Concepts
1551,Halo: Combat Evolved Anniversary,2.41,0.04,1.44,0.71,0.22,X360,343 Industries
1552,Need for Speed: ProStreet,2.41,0.04,0.69,,1.68,PS2,EA Black Box
1553,Tetris Plus,2.4,,2.1,0.24,0.07,PS,Atlus Co.
1554,Forza Motorsport 5,2.4,0.01,1.28,0.9,0.21,XOne,Turn 10 Studios
1555,Midnight Club: Los Angeles,2.4,0.01,1.72,0.45,0.22,X360,Rockstar San Diego
1567,Theme Hospital,2.4,,2.3,0.1,,PC,Bullfrog Productions
1569,Madden NFL 11,2.4,,2.05,0.15,0.2,PS3,EA Tiburon
1570,Batman: Arkham Origins,2.4,0.04,1.08,0.88,0.4,PS3,Warner Bros. Interactive Entertainment
1571,Frogger's Adventures: Temple of the Frog,2.39,,2.15,0.18,0.07,GBA,Konami
1572,Zumba Fitness,2.39,,1.74,0.45,0.2,X360,"Pipeworks Software, Inc."
1574,Monopoly,2.39,,1.49,0.81,0.1,PC,Unknown
1575,Mortal Kombat II (US & Others sales),2.39,,1.78,0.53,0.08,GEN,Probe Entertainment Limited
1576,Dead Island,2.38,,1.48,0.7,0.21,X360,Techland
1577,WCW/nWo Revenge,2.38,0.03,1.94,0.39,0.02,N64,Aki Corp.
1578,Ratchet & Clank (2016),2.38,0.06,0.97,0.97,0.39,PS4,Insomniac Games
1579,Yu-Gi-Oh! The Duelists of the Roses,2.38,,1.16,0.91,0.3,PS2,Konami
1580,Madden NFL 08,2.37,,2.18,0.01,0.18,X360,EA Tiburon
1581,The Incredibles,2.37,0.04,0.96,1.08,0.3,PS2,Heavy Iron Studios
1582,Tony Hawk's Underground 2,2.37,0.01,1.25,0.86,0.26,PS2,Neversoft Entertainment
1584,Madden NFL 10,2.37,,2.03,0.13,0.21,PS3,EA Tiburon
1585,Uncharted: The Lost Legacy,2.37,0.04,0.58,1.38,0.36,PS4,Naughty Dog
1586,Sonic's Ultimate Genesis Collection,2.36,,1.39,0.64,0.33,PS3,Backbone Entertainment
1591,Destiny 2,2.35,,1.66,0.47,0.23,XOne,Bungie
1598,LEGO Indiana Jones: The Original Adventures,2.35,,1.51,0.62,0.22,Wii,Traveller's Tales
1599,Lego Marvel Super Heroes,2.34,,1.26,0.87,0.21,X360,Traveller's Tales
1600,WWE SmackDown vs Raw 2008,2.34,0.01,0.92,,1.41,PS2,Yuke's Media Creations
1601,Dragon Age: Inquisition,2.34,0.08,1.07,0.8,0.38,PS4,BioWare Edmonton
1602,Kinect Sports: Season Two,2.33,0.02,1.38,0.72,0.21,X360,Rare Ltd.
1603,Madden NFL 25,2.33,,2.02,0.07,0.25,X360,EA Tiburon
1606,My Fitness Coach,2.32,,1.18,0.9,0.24,Wii,Ubisoft
1607,Assassin's Creed IV: Black Flag,2.32,,1.51,0.59,0.22,XOne,Ubisoft Montreal
1610,Grand Theft Auto,2.32,0.04,0.79,1.35,0.14,PS,DMA Design
1611,James Bond 007: Everything or Nothing,2.31,0.09,0.85,1.06,0.32,PS2,EA Redwood Shores
1613,Need for Speed: High Stakes,2.31,,1.58,0.64,0.09,PS,EA Canada
1615,The Sims 3,2.31,,1.28,0.82,0.2,X360,The Sims Studio
1616,Cool Boarders 3,2.31,0.1,1.65,0.46,0.1,PS,Idol Minds Digital Entertainment
1617,LEGO Star Wars: The Complete Saga,2.31,,1.02,0.93,0.36,PS3,Traveller's Tales
1625,LEGO Harry Potter: Years 1-4,2.29,,1.07,1.0,0.22,DS,Traveller's Tales
1626,Dead Island,2.29,0.15,1.08,0.74,0.32,PS3,Techland
1627,Tomb Raider II,2.29,,0.91,1.25,0.13,PC,Core Design Ltd.
1629,Need for Speed Underground 2,2.28,,1.38,0.8,0.1,XB,EA Black Box
1630,Pro Evolution Soccer 2010,2.28,0.46,0.3,1.27,0.26,PS3,Konami
1634,FIFA Soccer 09,2.28,0.01,0.38,0.07,1.82,PS2,EA Canada
1635,Star Wars Battlefront II (US sales),2.27,,2.18,0.07,0.02,PS2,Pandemic Studios
1641,Madden NFL 12,2.27,,1.93,0.15,0.18,PS3,EA Tiburon
1642,Borderlands 2,2.27,0.1,1.06,0.75,0.36,PS3,Gearbox Software
1644,No Man's Sky,2.26,0.04,0.89,0.97,0.37,PS4,Hello Games
1645,Cool Boarders 2,2.25,0.2,1.52,0.46,0.08,PS,UEP Systems
1648,Guitar Hero III: Legends of Rock,2.25,0.02,1.4,0.53,0.3,PS3,Neversoft
1649,Just Dance Kids,2.25,,1.52,0.54,0.19,Wii,Ubisoft Paris
1650,Madden NFL 15,2.25,,1.58,0.25,0.41,PS4,EA Tiburon
1651,Call of Duty 3,2.24,,1.17,0.84,0.23,Wii,EXAKT Entertainment
1653,Sonic Advance,2.24,0.22,1.19,0.71,0.13,GBA,Dimps Corporation / Sonic Team
1655,Spyro: Season of Ice,2.23,,1.29,0.83,0.11,GBA,Digital Eclipse
1658,Teenage Mutant Ninja Turtles II: The Arcade Game,2.23,0.21,1.74,0.25,0.03,NES,Konami
1659,Dance Dance Revolution X2,2.23,,1.09,0.85,0.28,PS2,Konami Computer Entertainment Tokyo
1660,Battlefield V,2.22,0.16,0.8,0.93,0.34,PS4,EA DICE
1661,Prince of Persia: The Sands of Time,2.22,,0.88,1.03,0.31,PS2,Ubisoft Montreal
1662,FIFA 19,2.22,,0.56,1.5,0.16,XOne,EA Sports
1663,Star Wars: The Force Unleashed,2.22,,1.01,0.86,0.35,PS3,LucasArts
1665,NBA 2K14,2.22,0.04,1.45,0.34,0.39,PS3,Visual Concepts
1667,Madden NFL 19,2.21,,1.63,0.18,0.41,PS4,EA Tiburon
1669,Guitar Hero II,2.21,,2.01,0.02,0.17,X360,Harmonix Music Systems
1670,LEGO Indiana Jones: The Original Adventures,2.2,,1.4,0.6,0.21,DS,Traveller's Tales
1671,Need for Speed: Hot Pursuit,2.2,,1.03,0.96,0.21,X360,Criterion Games
1672,Rock Band 2,2.2,,1.78,0.24,0.18,X360,Harmonix Music Systems
1678,R.B.I. Baseball,2.2,2.05,0.15,,,NES,Namco
1685,BioShock 2,2.2,0.02,1.45,0.54,0.2,X360,2K Marin
1686,High School Musical: Makin' the Cut!,2.2,,1.06,0.9,0.23,DS,Artificial Mind and Movement
1687,Final Fantasy XIII,2.19,0.01,1.3,0.67,0.21,X360,Square Enix
1688,Skylanders SWAP Force,2.19,,1.23,0.77,0.19,Wii,Beenox
1689,FIFA 15,2.19,,0.64,1.39,0.16,XOne,EA Canada
1690,Star Wars: Knights of the Old Republic,2.19,,1.68,0.44,0.08,XB,BioWare Corp.
1693,Pro Evolution Soccer 2012,2.19,0.55,0.34,0.97,0.32,PS3,Konami
1694,Need for Speed: Payback,2.18,0.04,0.62,1.18,0.34,PS4,Ghost Games
1696,Yu-Gi-Oh: Duel Monsters 4,2.18,2.17,,,0.01,GB,Konami
1697,ATV Offroad Fury 2,2.18,,1.92,0.2,0.06,PS2,Rainbow Studios
1698,Destiny: The Taken King,2.18,0.05,0.97,0.8,0.36,PS4,Bungie
1699,Spyro Reignited Trilogy,2.17,,0.75,1.07,0.35,PS4,Toys for Bob
1704,PlayerUnknown's Battlegrounds,2.17,,1.29,0.69,0.2,XOne,PUBG Corporation
1705,Need for Speed Rivals,2.17,0.03,0.75,1.04,0.35,PS4,Ghost Games
1706,PlayStation VR Worlds,2.16,0.09,0.36,1.4,0.32,PS4,SIE London Studio
1708,The Sims: House Party,2.16,,1.23,0.83,0.1,PC,Maxis
1709,Your Shape featuring Jenny McCarthy,2.16,,1.5,0.46,0.19,Wii,Ubisoft
1710,Syphon Filter 2,2.15,0.02,1.5,0.55,0.08,PS,Eidetic
1711,Battlefield: Hardline,2.15,0.14,0.72,0.97,0.33,PS4,EA DICE
1720,SimCity 2000,2.14,,1.2,0.84,0.1,PC,Maxis
1722,Call of Duty: Roads to Victory,2.14,,0.52,1.03,0.59,PSP,Amaze Entertainment
1723,Demon Attack,2.13,,1.99,0.12,0.02,2600,Imagic
1724,Dance Dance Revolution Extreme,2.13,,1.04,0.81,0.27,PS2,Konami Computer Entertainment Tokyo
1727,NBA 2K12,2.13,0.05,1.62,0.27,0.18,PS3,Visual Concepts
1728,Borderlands,2.12,,1.22,0.61,0.29,PS3,Gearbox Software
1729,Mortal Kombat (2011),2.12,,1.64,0.31,0.17,X360,NetherRealm Studios
1732,NBA 2K11,2.11,0.01,1.86,0.12,0.13,X360,Visual Concepts
1734,Tony Hawk's Pro Skater,2.11,,1.68,0.4,0.03,N64,Edge of Reality
1735,PES 2009: Pro Evolution Soccer,2.11,0.4,0.11,1.34,0.26,PS3,Konami
1736,Need for Speed: Hot Pursuit 2,2.11,0.02,1.68,0.31,0.09,PS2,EA Seattle
1737,Scooby-Doo! Night of 100 Frights,2.1,,1.17,0.72,0.22,PS2,Heavy Iron Studios
1743,Battlefield 4,2.09,,1.26,0.65,0.19,XOne,EA DICE
1744,Need for Speed: Most Wanted 5-1-0,2.09,0.02,1.77,0.13,0.17,PSP,EA Black Box
1745,Just Dance 2015,2.09,,1.0,0.91,0.18,Wii,Ubisoft Paris
1746,Finding Nemo,2.09,0.05,1.26,0.6,0.18,PS2,Traveller's Tales
1747,Madden NFL 15,2.09,,1.8,0.06,0.22,X360,EA Tiburon
1748,Grand Theft Auto: Episodes from Liberty City,2.09,0.13,0.62,0.99,0.34,PS3,Rockstar North
1750,Tetris Worlds,2.08,,1.11,0.71,0.27,PS2,Blue Planet Software
1751,Sim Theme Park,2.08,,2.04,0.04,,PC,Bullfrog Productions
1752,Rock Band,2.08,,1.33,0.56,0.2,Wii,Harmonix Music Systems
1753,Portal 2,2.08,0.01,1.41,0.49,0.17,X360,Valve Software
1755,Wipeout: The Game,2.08,,1.94,,0.14,Wii,Endemol
1756,Metal Gear Solid: Peace Walker,2.08,0.96,0.46,0.42,0.25,PSP,Kojima Productions
1757,Spec Ops: Airborne Commando,2.07,,1.54,0.46,0.08,PS,Big Grub
1758,Dance Dance Revolution: Hottest Party,2.07,,1.35,0.53,0.19,Wii,Bemani
1759,The Sims 2: Pets,2.07,,0.92,0.93,0.22,DS,Maxis
1760,Rise of the Tomb Raider,2.07,0.05,0.61,1.08,0.32,PS4,Crystal Dynamics
1761,UFC 2009 Undisputed,2.07,,1.48,0.39,0.19,X360,Yuke's Osaka
1762,Yu-Gi-Oh! The Eternal Duelist Soul,2.07,,1.64,0.36,0.07,GBA,Konami Computer Entertainment Japan
1763,LittleBigPlanet 3,2.06,0.01,0.78,0.93,0.34,PS4,Sumo Digital
1765,The Incredibles,2.06,0.04,1.15,0.77,0.1,GBA,Helixe
1766,Call of Duty 2,2.06,0.01,1.84,0.04,0.16,X360,Infinity Ward
1767,Hitman: Absolution,2.06,0.07,0.59,1.08,0.32,PS3,IO Interactive
1768,Toy Story 3: The Video Game,2.06,0.02,0.89,0.95,0.21,DS,Avalanche Software
1769,R4: Ridge Racer Type 4,2.06,0.79,0.68,0.46,0.13,PS,Namco
1770,Tom Clancy's Splinter Cell: Conviction,2.06,0.04,1.2,0.62,0.19,X360,Ubisoft Montreal
1771,Need for Speed: Undercover,2.06,0.05,0.63,1.01,0.38,PS3,EA Vancouver
1772,Need for Speed: ProStreet,2.05,0.01,1.04,0.79,0.21,X360,EA Black Box
1773,The Elder Scrolls Online: Tamriel Unlimited,2.05,,0.74,0.98,0.33,PS4,ZeniMax Online Studios
1774,Mortal Kombat vs DC Universe,2.05,,1.52,0.29,0.25,PS3,Midway Amusement Games
1775,NBA Jam,2.05,,1.75,0.25,0.05,GEN,Iguana Entertainment
1777,Famista '89 - Kaimaku Han!!,2.05,2.05,,,,NES,Namco
1778,Dark Souls,2.05,0.54,0.75,0.53,0.22,PS3,From Software
1779,Middle-Earth: Shadow of War,2.04,0.06,0.82,0.84,0.33,PS4,Monolith Productions
1780,SOCOM: U.S. Navy SEALs: Combined Assault,2.04,,1.74,0.02,0.28,PS2,Zipper Interactive
1781,Need for Speed: ProStreet,2.04,0.04,0.73,0.91,0.36,PS3,EA Black Box
1782,Madden NFL 25,2.04,,1.62,0.03,0.38,PS3,EA Tiburon
1783,Carnival Games,2.04,,1.22,0.63,0.19,DS,Cat Daddy Games
1784,Peter Jackson's King Kong: The Official Game of the Movie,2.04,,0.71,1.02,0.31,PS2,Ubisoft Montpellier
1787,PGR4 - Project Gotham Racing 4,2.04,0.02,0.48,1.28,0.25,X360,Bizarre Creations
1788,Dance Central 2,2.04,0.01,1.45,0.41,0.16,X360,Harmonix Music Systems
1789,Dragon Quest XI: Echoes of an Elusive Age,2.04,1.43,0.29,0.22,0.1,PS4,Square Enix
1790,NBA 2K17,2.04,,1.7,0.12,0.21,XOne,Visual Concepts
1791,Skate 3,2.03,,0.79,0.93,0.32,PS3,EA Black Box
1795,Rayman Raving Rabbids: TV Party,2.03,,0.72,1.08,0.23,Wii,Ubisoft Paris
1796,NBA Live 2004,2.03,,1.57,0.18,0.27,PS2,EA Canada
1797,The Sims 3,2.03,0.02,0.73,0.96,0.31,PS3,The Sims Studio
1800,Just Dance 3,2.02,,1.47,0.39,0.16,X360,Ubisoft Paris
1801,Rocket League,2.02,,0.37,1.34,0.31,PS4,Psyonix Studios
1802,NBA 2K18,2.02,,1.67,0.14,0.21,XOne,Visual Concepts
1803,Call of Duty: Black Ops 3,2.01,,1.36,0.47,0.19,X360,Treyarch
1804,Need for Speed: The Run,2.01,0.03,0.58,1.05,0.35,PS3,EA Black Box
1808,Dead Space,2.0,,1.05,0.66,0.29,PS3,EA Redwood Shores
1898,TouchMaster,2.0,,0.48,1.27,0.24,DS,Midway Studios San Diego
1899,Mortal Kombat vs DC Universe,1.99,,1.58,0.23,0.18,X360,Midway Amusement Games
1900,Tenchu: Stealth Assassins,1.99,0.27,0.95,0.64,0.13,PS,Acquire
1902,Harry Potter and the Chamber of Secrets,1.99,0.05,1.21,0.64,0.09,GBA,Eurocom Entertainment Software
1903,Just Cause 3,1.98,0.09,0.53,1.07,0.3,PS4,Avalanche Studios
1904,Harry Potter and the Chamber of Secrets,1.98,0.02,0.75,1.09,0.12,PS,Argonaut Games
1907,BioShock Infinite,1.97,0.02,1.22,0.55,0.18,X360,Irrational Games
1908,Spyro: Enter the Dragonfly,1.97,,0.74,0.95,0.28,PS2,Check Six Games
1909,Resident Evil 6,1.97,0.07,1.12,0.61,0.16,X360,Capcom
1911,E.T.: The Extra Terrestrial,1.97,,1.84,0.11,0.02,2600,Atari
1912,Dishonored 2,1.97,0.01,0.62,1.02,0.31,PS4,Arkane Studios
1913,Hot Shots Golf: Open Tee,1.96,0.63,0.5,0.5,0.33,PSP,Clap Hanz
1917,Lego Marvel Super Heroes,1.96,0.01,0.77,0.85,0.32,PS3,Traveller's Tales
1918,Tom Clancy's Rainbow Six: Vegas,1.95,0.02,1.09,0.65,0.2,X360,Ubisoft Montreal
1919,Crash Nitro Kart,1.95,,0.74,1.01,0.2,PS2,Vicarious Visions
1920,Grand Theft Auto: San Andreas,1.95,,1.26,0.61,0.09,XB,Rockstar North
1922,Star Wars: Dark Forces,1.95,,1.09,0.77,0.09,PC,LucasArts
1923,Call of Duty: Black Ops 3,1.95,0.07,0.65,0.92,0.3,PS3,Treyarch
1924,Burnout Paradise,1.95,0.02,1.01,0.63,0.28,PS3,Criterion Games
1925,NBA Street Vol. 2,1.95,,1.69,0.2,0.06,PS2,EA Canada
1926,Forza Horizon,1.94,0.04,0.82,0.94,0.16,X360,Playground Games
1927,Destiny,1.94,,1.32,0.44,0.19,X360,Unknown
1928,Def Jam Vendetta,1.94,,0.95,0.74,0.25,PS2,Aki Corporation
1930,Scooby Doo and the Cyber Chase,1.94,,0.59,1.23,0.13,PS,Art
1931,FIFA Soccer 09,1.94,0.01,0.49,1.26,0.18,X360,EA Canada
1932,Call of Duty: World at War,1.94,,1.17,0.58,0.18,Wii,EXAKT Entertainment
1933,Jet Moto 2,1.94,0.03,1.41,0.42,0.07,PS,SingleTrac
1934,Tom Clancy's Ghost Recon,1.94,,1.42,0.4,0.12,PS2,Red Storm Entertainment
1936,X-Men Legends,1.93,,1.0,0.72,0.21,PS2,Raven Software
1937,Mortal Kombat II,1.93,,1.48,0.39,0.06,SNES,Sculptured Software
1938,Virtua Fighter 2,1.93,1.3,0.34,0.26,0.03,SAT,Sega-AM2
1939,The Legend of Zelda: Oracle of Ages,1.92,0.41,0.92,0.53,0.06,GBC,Flagship
1940,Guitar Hero: World Tour,1.92,,1.1,0.55,0.27,PS3,Neversoft Entertainment
1941,Red Faction,1.92,,0.76,0.96,0.2,PS2,Volition Inc.
1942,The Sims: Makin' Magic,1.92,,1.03,0.8,0.09,PC,Maxis
1943,MX Unleashed,1.92,,0.94,0.73,0.25,PS2,Rainbow Studios
1944,Star Wars Battlefront II (2017),1.92,,1.15,0.59,0.17,XOne,EA DICE
1945,Need for Speed: Shift,1.91,0.01,0.73,0.96,0.22,X360,Slightly Mad Studios
1947,Lego Marvel Super Heroes,1.91,0.01,0.59,1.0,0.3,PS4,Traveller's Tales
1950,Madden NFL 18,1.91,,1.63,0.07,0.2,XOne,EA Tiburon
1951,Star Wars Rogue Leader: Rogue Squadron II,1.9,0.03,1.03,0.75,0.09,GC,Factor 5
1952,Tomb Raider (2013),1.9,0.01,0.86,0.87,0.16,X360,Crystal Dynamics
1965,Batman: Arkham Origins,1.9,,1.15,0.58,0.17,X360,Warner Bros. Interactive Entertainment
1966,Until Dawn,1.9,0.06,0.62,0.92,0.3,PS4,Supermassive Games Ltd.
1969,Monopoly,1.89,,0.86,0.83,0.2,Wii,EA Bright Light
1970,Minecraft,1.89,0.52,0.69,0.56,0.12,NS,4J Studios
1971,Ratchet & Clank Future: A Crack in Time,1.89,0.03,1.05,0.55,0.26,PS3,Insomniac Games
1972,Madden NFL 09,1.89,,1.56,0.15,0.18,PS3,EA Tiburon
1973,Toy Story Mania!,1.89,,1.04,0.66,0.19,Wii,Papaya Studios
1974,Game Party 2,1.88,,1.28,0.44,0.17,Wii,FarSight Studios
1976,Yu-Gi-Oh! Forbidden Memories,1.88,,1.37,0.44,0.08,PS,KCEJ
1977,Mortal Kombat: Deception,1.88,,0.92,0.72,0.24,PS2,Midway Games
1978,Hot Shots Golf 2,1.88,1.48,0.25,0.12,0.03,PS,Clap Hanz
1979,Medal of Honor: European Assault (All Region sales),1.88,0.09,0.89,0.69,0.21,PS2,EA Los Angeles
1980,WCW Nitro,1.88,0.03,1.42,0.36,0.07,PS,Inland Productions
1982,High School Musical: Sing It!,1.87,,0.47,0.08,1.33,PS2,Artificial Mind and Movement
1983,FIFA 2000,1.87,0.04,0.22,1.47,0.14,PS,EA Canada
1984,inFAMOUS 2,1.87,0.08,1.05,0.48,0.26,PS3,Sucker Punch Productions
1985,Star Wars: The Force Unleashed,1.86,,1.11,0.56,0.19,Wii,Krome Studios
1986,The Legend of Zelda: Oracle of Seasons,1.86,0.41,0.87,0.52,0.06,GBC,Flagship
1988,Madden NFL 06,1.86,,1.75,0.03,0.08,XB,EA Tiburon
1989,Shrek 2,1.86,0.03,1.12,0.69,0.02,PS2,"Luxoflux, Inc."
1990,Sonic Classic Collection,1.86,,0.94,0.74,0.18,DS,Sonic Team
1991,The Legend of Dragoon,1.86,0.39,0.94,0.44,0.1,PS,SCEI
1992,The Evil Within,1.86,0.11,0.56,0.9,0.28,PS4,Tango Gameworks
1993,SingStar,1.86,,,1.37,0.49,PS2,SCEE London Studio
1994,Max Payne 3,1.86,0.06,0.59,0.93,0.27,PS3,Rockstar Vancouver
1995,NBA Live 2002,1.86,,0.91,0.71,0.24,PS2,EA Canada
1996,Jak 3,1.85,,1.33,0.49,0.03,PS2,Naughty Dog
2002,Phineas and Ferb,1.85,,1.33,0.37,0.15,DS,Disney Interactive Studios
2003,Gran Turismo Concept 2001 Tokyo,1.84,0.42,,1.1,0.33,PS2,Polyphony Digital
2004,Forza Horizon 4,1.84,0.01,0.74,0.95,0.15,XOne,Playground Games
2005,NCAA Football 06,1.84,,1.53,0.05,0.25,PS2,EA Tiburon
2006,Rayman Raving Rabbids 2,1.84,,0.82,0.82,0.2,Wii,Ubisoft Paris
2007,Watch Dogs,1.83,0.1,0.56,0.89,0.28,PS3,Ubisoft Montreal
2008,2 Games in 1: Sonic Advance & ChuChu Rocket!,1.83,,1.31,0.49,0.03,GBA,Sega
2009,Jet Moto,1.83,0.03,1.33,0.4,0.07,PS,SingleTrac
2013,The Elder Scrolls V: Skyrim Special Edition,1.83,,1.13,0.53,0.17,XOne,Bethesda Softworks
2015,Dragon Quest XI,1.82,1.82,,,,3DS,Square Enix
